CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name
22220,1/2/1957,M,M,60000,2,High School,Professional,N,MR. BRANDON SHARMA
22219,2/1/1957,M,F,60000,2,High School,Professional,Y,MRS. JUHA-PEKKA POSTI
22218,2/24/1957,M,M,60000,2,High School,Professional,N,MR. CHRISTIAN BRYANT
22217,12/18/1957,M,M,70000,2,Partial High School,Skilled Manual,N,MR. DYLAN POWELL
22216,3/15/1966,S,M,150000,0,Bachelors,Management,Y,MR. MARCUS HOWARD
22215,12/25/1966,M,M,130000,0,Graduate Degree,Management,Y,MR. SAMUEL LAL
22214,1/5/1959,M,F,120000,4,Bachelors,Management,Y,MRS. SABRINA RUIZ
22213,3/6/1959,S,M,110000,1,Bachelors,Management,Y,MR. JAY PATEL
22212,3/7/1959,M,F,110000,1,Bachelors,Management,Y,MRS. KARA XU
22211,2/24/1974,M,M,60000,0,Partial College,Professional,Y,MR. RICHARD GRAY
22210,4/7/1959,M,F,110000,1,Bachelors,Management,Y,MRS. MARTHA YANG
22209,1/12/1959,M,M,110000,1,Bachelors,Management,Y,MR. CEDRIC SHEN
22208,10/11/1959,M,F,110000,4,Bachelors,Management,Y,MRS. CANDICE LIANG
22207,1/1/1958,S,F,130000,0,Graduate Degree,Management,N,MS. NANCY SANCHEZ
22206,9/3/1958,S,F,110000,5,Bachelors,Management,Y,MRS. CYNTHIA RODRIGUEZ
22205,8/10/1958,M,M,110000,4,Bachelors,Management,Y,MR. BOBBY SAUNDERS
22204,6/24/1958,M,M,110000,4,Bachelors,Management,Y,MR. DUSTIN XIE
22203,6/16/1958,M,F,100000,1,Bachelors,Management,Y,MRS. ALISHA ZHENG
22202,7/6/1957,M,M,70000,2,High School,Professional,Y,MR. ROBERTO DIAZ
22201,1/5/1957,M,F,70000,2,High School,Professional,Y,MRS. LINDSEY LUO
22200,3/28/1957,S,F,70000,2,High School,Professional,Y,MRS. MARTHA YE
22199,6/8/1956,S,M,80000,2,High School,Skilled Manual,N,MR. DAVID LEE
22198,11/14/1956,M,M,80000,2,High School,Skilled Manual,N,MR. FRANK HERNANDEZ
22197,12/14/1956,S,M,80000,2,High School,Skilled Manual,N,MR. LARRY DOMINGUEZ
22196,1/25/1956,S,M,80000,2,High School,Skilled Manual,N,MR. FRANCIS ROMERO
22195,4/24/1956,M,M,80000,2,High School,Skilled Manual,N,MR. PHILIP ROMERO
22194,4/22/1955,S,M,80000,2,High School,Skilled Manual,Y,MR. BRUCE SAI
22193,11/21/1955,S,F,80000,2,High School,Skilled Manual,Y,MRS. TONI GARCIA
22192,9/11/1976,S,M,60000,0,Partial College,Professional,N,MR. HENRY ZIMMERMAN
22191,2/9/1976,S,M,60000,0,Partial College,Professional,Y,MR. JACK ADAMS
22190,2/18/1976,S,M,60000,0,Partial College,Professional,N,MR. CARLOS RICHARDSON
22189,3/3/1973,M,F,70000,0,Partial College,Professional,Y,MS. LINDA HERNANDEZ
22188,6/8/1973,M,F,60000,0,Partial College,Skilled Manual,Y,MS. SARAH BARNES
22187,6/24/1974,S,F,50000,0,High School,Skilled Manual,Y,MS. HANNAH RUSSELL
22186,10/4/1975,S,M,60000,0,Partial College,Skilled Manual,N,MR. JONATHAN FOSTER
22185,6/2/1975,M,M,60000,0,Partial College,Skilled Manual,Y,MR. CONNOR HENDERSON
22184,7/27/1975,M,M,60000,0,Partial College,Skilled Manual,Y,MR. JEREMY CARTER
22183,10/26/1975,M,M,40000,0,Partial College,Skilled Manual,Y,MR. BENJAMIN JONES
22182,11/4/1975,S,F,40000,0,Partial College,Skilled Manual,N,MS. MADELINE PARKER
22181,10/21/1954,S,M,70000,2,Partial College,Skilled Manual,Y,MR. GARY ROMERO
22180,10/14/1954,S,M,70000,2,Partial College,Skilled Manual,N,MR. JOE SRINI
22179,2/8/1954,M,F,40000,3,Partial High School,Clerical,N,MRS. ABBY MEHTA
22178,6/26/1953,M,F,40000,3,Partial College,Skilled Manual,Y,MRS. JESSICA BELL
22177,3/25/1953,M,F,40000,3,Partial College,Skilled Manual,N,MRS. MEGHAN SUAREZ
22176,9/10/1953,M,M,40000,3,Partial College,Skilled Manual,N,MR. ALEJANDRO YANG
22175,11/5/1952,M,F,30000,3,High School,Skilled Manual,Y,MRS. JOY DOMINGUEZ
22174,5/2/1952,M,M,30000,3,High School,Skilled Manual,Y,MR. MICAH LU
22173,4/20/1952,M,F,30000,3,High School,Skilled Manual,N,MRS. BIANCA CAI
22172,9/9/1951,M,M,30000,3,High School,Skilled Manual,Y,MR. CESAR SARA
22171,5/10/1951,M,F,30000,3,High School,Skilled Manual,N,MRS. MEREDITH GONZALEZ
22170,9/18/1950,M,F,30000,3,Partial College,Clerical,N,MRS. CYNTHIA MARTINEZ
22169,12/13/1950,M,F,20000,2,Partial High School,Clerical,Y,MRS. JENNY LI
22168,5/2/1949,M,F,30000,3,Partial College,Clerical,N,MRS. ERICA WANG
22167,3/22/1949,M,F,20000,2,Partial High School,Clerical,Y,MRS. COLLEEN YANG
22166,8/28/1976,S,F,60000,0,Partial College,Skilled Manual,N,MS. KATHERINE GRAY
22165,11/1/1976,M,M,60000,0,Partial College,Skilled Manual,N,MR. AARON PEREZ
22164,8/24/1977,S,F,70000,0,Partial College,Skilled Manual,N,MS. DESTINY MORRIS
22163,7/1/1977,S,F,60000,0,Partial College,Skilled Manual,Y,MS. MORGAN SCOTT
22162,4/11/1977,M,M,60000,0,Partial College,Skilled Manual,Y,MR. BRAD YUAN
22161,10/4/1977,S,F,40000,0,Partial College,Skilled Manual,N,MS. RACHEL CLARK
22160,12/11/1977,S,M,40000,0,Partial College,Skilled Manual,N,MR. ALEX RICHARDSON
22159,5/17/1977,S,M,40000,0,Partial College,Skilled Manual,N,MR. DAVID DAVIS
22158,2/16/1977,S,F,40000,0,Partial High School,Clerical,Y,MS. AMBER PHILLIPS
22157,11/22/1977,S,F,40000,0,Partial High School,Clerical,N,MS. MARIA RICHARDSON
22156,3/4/1948,M,F,30000,3,Partial College,Clerical,N,MRS. JAMIE ZHENG
22155,7/5/1948,M,M,20000,2,Partial High School,Clerical,Y,MR. STEVE CAI
22154,1/24/1977,S,F,40000,0,Partial High School,Clerical,Y,MS. YOLANDA YUAN
22153,8/4/1978,M,F,70000,0,Partial College,Skilled Manual,N,MS. ALYSSA KELLY
22152,2/18/1978,M,M,60000,0,Partial College,Skilled Manual,Y,MR. MARCUS KING
22151,7/6/1948,M,M,10000,2,Partial High School,Clerical,Y,MR. NEIL JIMENEZ
22150,2/25/1947,M,M,30000,2,Partial College,Clerical,N,MR. DAMIEN LIANG
22149,9/15/1947,M,M,20000,4,High School,Skilled Manual,Y,MR. GREGORY SHEN
22148,2/25/1947,M,F,10000,2,Partial High School,Clerical,Y,MRS. CANDACE PRASAD
22147,4/17/1947,M,M,10000,2,Partial High School,Clerical,Y,MR. BRETT KAPOOR
22146,10/21/1942,S,M,50000,4,Bachelors,Management,Y,MR. BENJAMIN CHEN
22145,6/6/1941,M,M,60000,3,Graduate Degree,Management,Y,MR. EDUARDO KELLY
22144,2/6/1941,M,M,60000,3,Graduate Degree,Management,Y,MR. ZACHARY WANG
22143,7/15/1941,M,F,50000,4,Bachelors,Management,Y,MRS. SUMMER PRASAD
22142,4/10/1941,M,M,50000,4,Bachelors,Management,Y,MR. NELSON ALONSO
22140,12/22/1941,M,F,50000,4,Bachelors,Management,Y,MRS. MAKAYLA SANCHEZ
22139,5/8/1940,M,M,80000,4,Bachelors,Management,Y,MR. JAIME PAL
22138,9/11/1940,M,F,80000,4,Graduate Degree,Management,Y,MRS. ALEXANDRA BROOKS
22137,3/20/1940,M,F,60000,3,Graduate Degree,Management,Y,MRS. ELIZABETH GRIFFIN
22136,11/14/1939,M,M,80000,4,Graduate Degree,Management,Y,MR. DEVIN EVANS
22135,6/19/1939,M,F,70000,5,Graduate Degree,Management,Y,MRS. JULIA HERNANDEZ
22134,11/10/1939,M,M,60000,3,Graduate Degree,Management,Y,MR. LEONARD RAJI
22133,9/23/1938,M,M,80000,4,Graduate Degree,Management,Y,MR. XAVIER ADAMS
22132,2/25/1938,M,F,70000,5,Graduate Degree,Management,Y,MRS. RACHAEL MEHTA
22131,7/1/1938,M,F,70000,5,Graduate Degree,Management,Y,MRS. JESSICA COOK
22130,8/28/1938,M,M,70000,5,Graduate Degree,Management,Y,MR. XAVIER BRYANT
22129,12/8/1938,M,F,70000,4,Graduate Degree,Management,Y,MRS. CHLOE HALL
22128,4/7/1938,M,F,70000,4,Graduate Degree,Management,Y,MRS. MELISSA PERRY
22127,11/9/1938,M,M,60000,3,Graduate Degree,Management,Y,MR. MARCUS THOMPSON
22126,8/3/1937,M,F,60000,3,Graduate Degree,Management,N,MRS. RACHEL WARD
22125,2/2/1937,M,M,60000,3,Graduate Degree,Management,Y,MR. ZACHARY GARCIA
22124,9/5/1937,M,F,60000,3,Graduate Degree,Management,Y,MRS. DESIREE ALONSO
22123,4/3/1937,S,F,60000,3,Graduate Degree,Management,Y,MRS. ISABELLA BAILEY
22122,10/25/1952,M,F,40000,3,Partial College,Professional,Y,MRS. RACHEL BUTLER
22121,5/12/1952,M,M,40000,3,Partial College,Professional,N,MR. JACKSON HENDERSON
22120,11/1/1953,M,F,60000,3,Graduate Degree,Management,Y,MRS. JENNIFER PERRY
22119,10/13/1953,M,F,70000,3,Graduate Degree,Management,Y,MRS. HAILEY FLORES
22118,5/20/1953,S,F,70000,3,Graduate Degree,Management,Y,MRS. JENNIFER PARKER
22117,4/11/1953,M,F,70000,3,Graduate Degree,Management,Y,MRS. SYDNEY PEREZ
22116,11/4/1953,S,M,70000,3,Graduate Degree,Management,Y,MR. ROBERT LOPEZ
22115,6/13/1953,M,M,70000,3,Graduate Degree,Management,N,MR. DALTON ROGERS
22114,7/16/1953,M,M,70000,3,Graduate Degree,Management,Y,MR. LUCAS MARTIN
22113,9/14/1953,S,F,70000,3,Graduate Degree,Management,Y,MRS. KATHERINE GARCIA
22112,12/26/1954,M,F,60000,3,Partial High School,Skilled Manual,Y,MRS. PAIGE REED
22111,11/10/1954,M,F,60000,2,Partial High School,Skilled Manual,N,MRS. GABRIELLA KING
22110,8/8/1954,M,M,60000,2,Partial High School,Skilled Manual,Y,MR. EDUARDO KING
22109,2/2/1954,M,M,60000,2,Partial High School,Skilled Manual,N,MR. JONATHAN MITCHELL
22108,6/17/1954,S,M,70000,2,Partial High School,Skilled Manual,N,MR. EDUARDO POWELL
22107,10/4/1954,S,M,70000,2,Partial High School,Skilled Manual,N,MR. MICHAEL JONES
22106,6/10/1960,M,F,160000,1,Partial College,Professional,Y,MRS. OLIVIA LONG
22105,3/23/1960,M,F,120000,5,High School,Professional,Y,MRS. TAYLOR COOPER
22104,1/20/1960,S,M,110000,4,Partial College,Professional,Y,MR. RICHARD ADAMS
22103,6/25/1960,M,F,110000,3,Partial College,Professional,N,MRS. ALEXANDRA HERNANDEZ
22102,2/8/1960,M,M,100000,0,Partial College,Professional,Y,MR. EDUARDO COX
22101,5/12/1960,S,F,90000,4,High School,Professional,N,MRS. CAROL WHITE
22100,3/20/1960,M,M,80000,5,Partial College,Professional,Y,MR. FERNANDO HALL
22099,4/23/1935,M,M,80000,4,Graduate Degree,Management,Y,MR. JOEL SCHMIDT
22098,10/18/1935,S,F,50000,2,Graduate Degree,Management,N,MRS. KATHERINE BROOKS
22097,5/8/1935,M,M,40000,3,Partial College,Professional,Y,MR. DAVID ANDERSON
22096,1/22/1954,S,M,70000,2,Partial High School,Skilled Manual,Y,MR. BRYCE COOPER
22095,10/15/1955,S,M,90000,2,High School,Professional,Y,MR. BRANDON PERRY
22094,6/4/1955,M,M,90000,2,High School,Professional,Y,MR. JARED WATSON
22093,6/16/1955,M,F,90000,2,High School,Professional,Y,MRS. SYDNEY BAKER
22092,2/23/1955,M,F,90000,2,High School,Professional,Y,MRS. ANDREA YOUNG
22091,8/23/1955,M,F,80000,3,Partial College,Professional,Y,MRS. KAYLA GRIFFIN
22090,11/20/1955,M,F,70000,4,High School,Professional,Y,MRS. ALEXANDRA MILLER
22089,3/4/1961,M,M,130000,1,Bachelors,Management,Y,MR. MASON GRAY
22088,1/19/1961,M,F,130000,1,Bachelors,Management,Y,MRS. HANNAH DIAZ
22087,10/16/1961,M,F,120000,1,High School,Professional,Y,MRS. JOAN COLEMAN
22086,11/17/1961,M,F,110000,1,Partial College,Professional,Y,MRS. CHELSEA SANCHEZ
22085,7/13/1961,M,F,110000,1,Partial College,Professional,Y,MRS. TONI MEHTA
22084,7/7/1961,M,M,110000,1,Partial College,Professional,Y,MR. FRANCIS GOMEZ
22083,3/16/1961,M,M,110000,1,Bachelors,Management,Y,MR. DAVID FLORES
22082,10/23/1961,S,M,110000,1,Bachelors,Management,Y,MR. LUCAS BARNES
22081,4/7/1961,M,F,100000,3,Partial College,Professional,Y,MRS. OLIVIA CLARK
22080,12/4/1961,M,F,70000,5,Partial College,Professional,Y,MRS. CAITLIN SANCHEZ
22079,10/16/1961,M,F,70000,5,Partial College,Professional,Y,MRS. KATHERINE PEREZ
22078,7/8/1962,M,M,120000,1,Partial College,Professional,Y,MR. WILLIAM MARTIN
22077,7/10/1962,M,M,110000,1,Bachelors,Management,Y,MR. MARVIN RUBIO
22076,6/24/1962,M,M,110000,1,Bachelors,Management,Y,MR. NELSON VAZQUEZ
22075,5/15/1962,M,M,110000,1,Bachelors,Management,Y,MR. PEDRO PATEL
22074,8/15/1962,S,M,100000,1,Partial College,Professional,Y,MR. RICHARD WASHINGTON
22073,12/25/1962,M,M,90000,5,Partial College,Professional,Y,MR. TIMOTHY SANDERS
22072,8/4/1963,S,M,160000,2,Bachelors,Management,N,MR. DEVIN RUSSELL
22071,11/20/1963,S,M,110000,4,Bachelors,Management,N,MR. GABRIEL CARTER
22070,7/2/1963,M,M,110000,4,Bachelors,Management,Y,MR. EDUARDO BROWN
22069,12/6/1963,S,F,100000,0,Partial College,Professional,Y,MS. BAILEY REED
22068,6/15/1963,S,M,100000,0,Partial College,Professional,Y,MR. SEAN JAMES
22067,1/18/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y,MRS. JULIA JACKSON
22066,3/18/1971,M,F,70000,1,Graduate Degree,Skilled Manual,Y,MRS. PAULA MUNOZ
22065,7/3/1946,M,M,20000,4,High School,Skilled Manual,N,MR. ROY MARTIN
22064,5/24/1945,M,M,20000,4,High School,Skilled Manual,Y,MR. LAWRENCE CARLSON
22063,10/2/1945,M,F,10000,2,Partial High School,Clerical,Y,MRS. JOANNA SUAREZ
22062,4/28/1978,S,M,60000,0,Partial College,Skilled Manual,N,MR. CAMERON FLORES
22061,9/20/1978,S,F,60000,0,Partial College,Skilled Manual,N,MS. JENNY GOEL
22060,11/6/1978,M,M,40000,0,Partial College,Skilled Manual,Y,MR. EVAN HILL
22059,2/9/1978,M,M,40000,0,High School,Skilled Manual,Y,MR. JONATHAN JOHNSON
22058,11/5/1978,S,M,40000,0,High School,Skilled Manual,N,MR. JAKE ZUKOWSKI
22057,2/13/1979,S,M,40000,0,High School,Skilled Manual,Y,MR. KYLE ROSS
22056,2/18/1979,M,M,40000,0,High School,Skilled Manual,N,MR. ALEX HOWARD
22055,3/5/1968,M,F,120000,1,Bachelors,Management,Y,MRS. HANNAH CLARK
22054,8/24/1968,S,M,120000,1,Bachelors,Management,Y,MR. RUSSELL RAJI
22053,12/15/1968,S,M,120000,1,Bachelors,Management,N,MR. JAIME GOEL
22052,5/8/1968,M,M,110000,2,Graduate Degree,Management,Y,MR. ZACHARY BUTLER
22051,12/5/1968,S,F,90000,4,Partial College,Skilled Manual,N,MRS. LAUREN ROGERS
22050,2/18/1968,S,M,90000,4,Bachelors,Management,Y,MR. RICHARD BAILEY
22049,5/7/1967,S,M,130000,0,Graduate Degree,Management,N,MR. ALLEN PATEL
22048,4/22/1967,M,F,100000,1,Bachelors,Management,Y,MRS. GRACE WASHINGTON
22047,12/16/1968,M,M,90000,4,Bachelors,Management,Y,MR. DAVID GONZALES
22046,2/21/1968,S,F,80000,0,Bachelors,Management,N,MS. JASMINE SANDERS
22045,5/7/1968,S,M,80000,0,Bachelors,Management,N,MR. CAMERON CHEN
22044,5/16/1972,S,M,80000,0,Bachelors,Management,N,MR. CONNOR YOUNG
22043,8/12/1972,S,F,70000,0,Partial College,Skilled Manual,N,MS. TRINITY COX
22042,8/21/1972,M,F,70000,0,Partial College,Skilled Manual,Y,MS. ABIGAIL BRYANT
22041,5/3/1973,S,F,60000,0,Partial College,Skilled Manual,N,MS. PAIGE MORRIS
22040,10/16/1974,M,M,50000,0,Partial College,Skilled Manual,N,MR. DEVIN BROWN
22039,3/16/1974,S,F,50000,0,Partial College,Skilled Manual,Y,MS. MARISSA SIMMONS
22038,2/18/1974,S,F,50000,0,Partial College,Skilled Manual,Y,MS. ISABELLA JACKSON
22037,6/1/1975,M,F,40000,0,High School,Skilled Manual,N,MS. ANGELA GONZALES
22036,11/1/1975,S,F,40000,0,High School,Skilled Manual,N,MS. GABRIELLA HALL
22035,11/9/1976,M,M,40000,0,Partial College,Skilled Manual,Y,MR. RYAN WILSON
22034,4/3/1976,M,M,40000,0,Partial College,Skilled Manual,Y,MR. SETH CLARK
22033,6/17/1942,S,M,50000,2,Graduate Degree,Management,Y,MR. MARSHALL ZHAO
22032,9/12/1942,M,M,40000,2,Bachelors,Management,Y,MR. IVAN FERNANDEZ
22031,8/12/1940,M,M,40000,2,Bachelors,Management,Y,MR. JORGE CAI
22029,11/3/1939,M,F,40000,2,Bachelors,Management,Y,MRS. LAURA GAO
22028,11/22/1939,M,F,30000,2,Partial College,Clerical,N,MRS. JODI SHEN
22027,6/5/1979,S,M,30000,0,Partial High School,Clerical,N,MR. FRANKLIN LUO
22026,4/7/1979,M,F,30000,0,Partial High School,Clerical,N,MS. BRIDGET KENNEDY
22025,6/6/1977,S,F,40000,0,High School,Skilled Manual,N,MS. RILEY PETERSON
22024,2/11/1977,S,M,40000,0,High School,Skilled Manual,Y,MR. SAMUEL CHEN
22023,5/1/1977,S,M,30000,0,Partial High School,Clerical,N,MR. RAFAEL CHEN
22022,11/4/1977,S,NA,30000,0,Partial High School,Clerical,N, CHRISTOPHER DAVIS
22021,9/20/1977,S,M,30000,0,Partial High School,Clerical,N,MR. ETHAN WHITE
22020,4/18/1938,M,M,40000,2,Bachelors,Management,Y,MR. JAIME SHAN
22019,2/23/1978,M,F,40000,0,High School,Skilled Manual,N,MS. RACHEL BRYANT
22018,5/9/1937,M,M,40000,2,Bachelors,Management,Y,MR. TODD SUN
22017,12/9/1937,M,F,30000,2,Partial College,Clerical,N,MRS. SHARON SHE
22016,10/22/1980,S,M,30000,0,Partial High School,Clerical,N,MR. TERRENCE ANDERSEN
22015,10/15/1980,M,F,30000,0,High School,Skilled Manual,Y,MS. MARY TURNER
22014,5/19/1980,S,M,30000,0,High School,Skilled Manual,Y,MR. JOSE GONZALES
22013,11/1/1980,S,M,30000,0,High School,Skilled Manual,N,MR. MARCUS JENKINS
22012,6/26/1980,S,F,30000,0,High School,Skilled Manual,N,MS. REGINA MALHOTRA
22011,11/13/1980,S,M,30000,0,High School,Skilled Manual,N,MR. RICHARD PATTERSON
22010,7/13/1975,S,M,40000,0,High School,Skilled Manual,N,MR. HENRY LOPEZ
22009,2/9/1975,S,M,40000,0,High School,Skilled Manual,Y,MR. ROSS ALVAREZ
22008,4/8/1975,S,F,40000,0,High School,Skilled Manual,N,MS. ALISHA YE
22007,9/13/1976,S,F,30000,0,High School,Skilled Manual,N,MS. KAYLEE HERNANDEZ
22006,6/20/1960,M,M,70000,5,Partial College,Skilled Manual,Y,MR. JON NARA
22005,3/3/1960,M,F,70000,5,Partial College,Skilled Manual,N,MRS. PAMELA MEHTA
22004,8/16/1960,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. MEGHAN ORTEGA
22003,8/23/1936,M,F,40000,2,Bachelors,Management,Y,MRS. JILL NAVARRO
22002,8/5/1936,M,F,30000,2,Partial College,Clerical,N,MRS. KRISTEN CHEN
22001,10/21/1957,S,M,70000,1,Partial College,Skilled Manual,Y,MR. GREGORY CHANDER
22000,9/11/1958,M,F,100000,4,Bachelors,Management,Y,MRS. CYNTHIA CHANDRA
21999,5/13/1958,M,F,90000,2,Bachelors,Management,N,MRS. JULIA BARNES
21998,11/8/1958,M,M,90000,2,Bachelors,Professional,Y,MR. ERIK HERNANDEZ
21997,3/14/1958,M,M,80000,5,Bachelors,Professional,Y,MR. DENNIS XU
21996,11/19/1961,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. AMY GAO
21995,3/22/1962,S,F,70000,5,Partial College,Skilled Manual,Y,MRS. KATHRYN RAJI
21994,3/13/1959,S,F,90000,1,Bachelors,Professional,Y,MRS. NATASHA RUIZ
21993,9/20/1964,M,M,70000,0,Bachelors,Professional,N,MR. CRAIG SANZ
21992,8/27/1965,S,M,80000,5,Bachelors,Professional,Y,MR. ALEJANDRO ZHANG
21991,7/14/1965,M,F,80000,5,Bachelors,Professional,N,MRS. TERESA GILL
21990,3/15/1965,S,M,80000,5,Bachelors,Professional,Y,MR. ALEJANDRO RAI
21989,4/2/1965,M,M,80000,5,Bachelors,Professional,Y,MR. ERIK JIMENEZ
21988,4/3/1965,M,F,80000,5,Bachelors,Professional,Y,MRS. ALISHA ZHAO
21987,12/4/1965,S,M,70000,0,Bachelors,Professional,Y,MR. THEODORE DOMINGUEZ
21986,6/11/1960,S,F,60000,1,Partial College,Skilled Manual,Y,MRS. KRISTI CHAPMAN
21985,10/14/1960,M,M,60000,1,Partial College,Skilled Manual,Y,MR. EDDIE TORRES
21984,2/19/1960,S,F,60000,1,Partial College,Skilled Manual,Y,MRS. KRISTY SUAREZ
21983,3/22/1961,M,M,60000,1,Partial College,Skilled Manual,Y,MR. GLENN LIANG
21982,2/25/1961,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. DEBORAH LAL
21981,4/11/1961,M,F,60000,1,Bachelors,Professional,Y,MRS. ISABELLA HENDERSON
21980,9/10/1961,S,F,60000,1,Bachelors,Professional,Y,MRS. BETH MORENO
21979,9/16/1962,M,M,60000,1,Bachelors,Professional,Y,MR. PHILIP GUTIERREZ
21978,3/8/1967,M,F,90000,4,Bachelors,Professional,Y,MRS. TRACY DENG
21977,7/21/1963,S,M,70000,0,Bachelors,Professional,N,MR. PHILLIP MALHOTRA
21976,7/1/1963,S,F,60000,3,Bachelors,Professional,N,MRS. JACQUELINE TORRES
21975,1/5/1963,M,M,60000,5,Bachelors,Professional,Y,MR. ALFREDO RUIZ
21974,2/7/1964,S,F,70000,0,Bachelors,Professional,Y,MS. WHITNEY SURI
21973,2/15/1964,M,F,60000,4,Bachelors,Professional,N,MRS. JANET VAZQUEZ
21972,10/2/1964,M,F,60000,4,Bachelors,Professional,N,MRS. MANDY SHE
21971,5/24/1964,M,M,60000,4,Bachelors,Professional,Y,MR. WARREN SHAN
21970,2/21/1964,S,F,60000,3,Bachelors,Professional,Y,MRS. JADA RIVERA
21969,3/25/1968,S,F,70000,0,Bachelors,Professional,N,MS. LATOYA DENG
21968,8/4/1968,S,M,70000,0,Bachelors,Professional,N,MR. JAIME DENG
21967,4/9/1965,M,M,60000,2,Bachelors,Professional,Y,MR. CHARLES SANDERS
21966,10/27/1966,M,M,90000,2,Bachelors,Professional,Y,MR. ROSS SAI
21965,8/24/1966,M,F,80000,5,Bachelors,Professional,Y,MRS. BETHANY RAHEEM
21964,8/3/1967,M,M,80000,5,Graduate Degree,Management,Y,MR. DEVON NARA
21963,8/23/1967,M,F,80000,5,Graduate Degree,Management,Y,MRS. JACQUELYN SERRANO
21962,5/1/1967,S,F,80000,5,Graduate Degree,Management,Y,MRS. KRISTI SMITH
21961,4/20/1967,M,F,70000,5,Bachelors,Professional,Y,MRS. CHELSEA GARCIA
21960,2/18/1967,M,F,70000,5,Bachelors,Professional,N,MRS. DAWN LIU
21959,7/16/1969,M,M,130000,1,Graduate Degree,Management,Y,MR. JIMMY DOMINGUEZ
21958,10/19/1969,S,F,130000,1,Graduate Degree,Management,N,MRS. MALLORY BLANCO
21957,5/18/1969,M,F,120000,1,Graduate Degree,Management,Y,MRS. KATHRYN SHEN
21956,10/16/1969,S,M,120000,1,Graduate Degree,Management,N,MR. JAY KAPOOR
21955,8/22/1969,S,F,110000,1,Graduate Degree,Management,Y,MRS. JENNY FERRIER
21954,5/24/1967,S,F,70000,5,Bachelors,Professional,Y,MRS. YOLANDA ANDERSEN
21953,7/22/1967,M,M,70000,5,Bachelors,Professional,N,MR. MARVIN VAZQUEZ
21952,7/6/1968,S,F,70000,5,Bachelors,Professional,Y,MRS. LATASHA VAZQUEZ
21951,11/27/1970,S,M,80000,4,Graduate Degree,Management,Y,MR. ORLANDO HERNANDEZ
21950,4/5/1969,S,M,100000,1,Graduate Degree,Management,Y,MR. ARMANDO HERNANDEZ
21949,9/27/1969,S,M,100000,1,Graduate Degree,Management,N,MR. CLAYTON CHAVEZ
21948,4/12/1969,M,F,100000,1,Graduate Degree,Management,Y,MRS. ANN MADAN
21947,10/9/1969,M,F,90000,2,Bachelors,Professional,Y,MRS. DIANE ROMERO
21946,1/3/1969,M,F,90000,2,Bachelors,Professional,Y,MRS. MICHELE DENG
21945,2/17/1969,S,F,90000,1,Graduate Degree,Management,Y,MRS. PEARLIE RUSEK
21944,9/20/1969,M,F,90000,1,Graduate Degree,Management,Y,MRS. DAISY JIMÉNEZ
21943,8/8/1969,S,F,80000,4,Graduate Degree,Management,Y,MRS. CINDY MEHTA
21942,9/5/1958,M,F,80000,5,Graduate Degree,Professional,Y,MRS. JULIA ROBERTS
21941,2/19/1958,S,F,60000,3,Bachelors,Professional,N,MRS. GAIL MOORE
21940,7/24/1959,M,M,90000,5,Graduate Degree,Professional,Y,MR. ALEJANDRO SHARMA
21939,3/11/1959,M,M,70000,2,Graduate Degree,Professional,Y,MR. THOMAS ROBERTS
21938,6/13/1959,M,NA,60000,4,Bachelors,Professional,Y, SAVANNAH HALL
21937,11/27/1959,S,F,60000,4,Bachelors,Professional,Y,MRS. MORGAN ROSS
21936,12/15/1959,M,F,60000,4,Bachelors,Professional,N,MRS. EMMA REED
21935,7/28/1959,M,F,60000,4,Bachelors,Professional,N,MRS. VICTORIA SIMMONS
21934,6/10/1959,M,F,60000,4,Bachelors,Professional,Y,MRS. JENNIFER COX
21933,10/3/1959,M,F,60000,4,Bachelors,Professional,Y,MRS. NICOLE MARTIN
21932,12/14/1959,M,M,60000,1,Partial College,Skilled Manual,Y,MR. LEONARD KUMAR
21931,9/20/1960,M,M,60000,1,Partial College,Skilled Manual,N,MR. MARCUS WOOD
21930,7/27/1967,S,F,60000,0,Graduate Degree,Professional,Y,MS. MARISSA PERRY
21929,11/19/1967,S,F,60000,0,Graduate Degree,Professional,N,MS. KAREN PERRY
21928,3/3/1967,S,M,60000,0,Graduate Degree,Professional,Y,MR. KARL LUO
21927,9/16/1967,S,F,60000,0,Graduate Degree,Professional,N,MS. MEREDITH BROWNING
21926,7/15/1967,S,F,60000,0,Graduate Degree,Professional,N,MS. MELANIE HENDERSON
21925,8/2/1960,S,F,40000,0,Bachelors,Professional,N,MS. TABITHA DOMINGUEZ
21924,3/13/1960,M,M,40000,4,High School,Skilled Manual,Y,MR. EDUARDO COOK
21923,7/20/1961,M,M,60000,1,Partial College,Skilled Manual,Y,MR. JUSTIN WILLIAMS
21922,11/23/1961,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. BAILEY WARD
21921,8/2/1961,M,M,60000,1,Partial College,Skilled Manual,Y,MR. LUCAS COLLINS
21920,2/15/1961,M,F,60000,1,Partial College,Skilled Manual,Y,MRS. DESTINY BENNETT
